tail_to_length_ratio,body_to_length_ratio,wick_to_length_ratio,trade_decision
0.059,0.254,0.687,Sell
0.137,0.197,0.666,Sell
0.153,0.2,0.646,Sell
0.122,0.253,0.625,Sell
0.065,0.341,0.594,Sell
0.127,0.344,0.529,Sell
0.159,0.211,0.63,Sell
0.14,0.192,0.667,Sell
0.071,0.368,0.561,Sell
0.278,0.083,0.64,Sell
0.17,0.074,0.756,Sell
0.193,0.146,0.662,Sell
0.165,0.376,0.459,Sell
0.277,0.041,0.682,Sell
0.143,0.024,0.833,Sell
0.234,0.008,0.758,Sell
0.396,0.104,0.5,Sell
0.256,0.082,0.662,Sell
0.071,0.334,0.595,Sell
0.356,0.287,0.356,Sell
0.301,0.397,0.302,Sell
0.234,0.328,0.438,Sell
0.13,0.183,0.687,Sell
0.167,0.403,0.431,Sell
0.132,0.087,0.781,Sell
0.197,0.174,0.63,Sell
0.088,0.236,0.676,Sell
0.199,0.097,0.704,Sell
0.221,0.222,0.557,Sell
0.286,0.292,0.423,Sell
0.119,0.246,0.635,Sell
0.18,0.25,0.571,Sell
0.165,0.098,0.736,Sell
0.164,0.316,0.521,Sell
0.164,0.223,0.612,Sell
0.098,0.32,0.582,Sell
0.178,0.405,0.417,Sell
0.085,0.387,0.527,Sell
0.196,0.085,0.72,Sell
0.365,0.046,0.589,Sell
0.245,0.017,0.738,Sell
0.244,0.013,0.743,Sell
0.152,0.278,0.57,Sell
0.152,0.318,0.53,Sell
0.05,0.35,0.6,Sell
0.114,0.03,0.856,Sell
0.207,0.029,0.764,Sell
0.151,0.328,0.522,Sell
0.19,0.156,0.655,Sell
0.146,0.296,0.558,Sell
0.189,0.141,0.67,Sell
0.145,0.196,0.658,Sell
0.202,0.239,0.558,Sell
0.12,0.304,0.576,Sell
0.184,0.001,0.815,Sell
0.182,0.189,0.629,Sell
0.254,0.05,0.695,Sell
0.147,0.076,0.777,Sell
0.087,0.068,0.845,Sell
0.105,0.345,0.549,Sell
0.084,0.279,0.637,Sell
0.161,0.043,0.796,Sell
0.205,0.262,0.533,Sell
0.193,0.075,0.732,Sell
0.172,0.322,0.506,Sell
0.152,0.108,0.74,Sell
0.213,0.162,0.625,Sell
0.105,0.305,0.59,Sell
0.152,0.067,0.781,Sell
0.029,0.3,0.671,Sell
0.251,0.232,0.517,Sell
0.174,0.119,0.707,Sell
0.278,0.013,0.71,Sell
0.135,0.171,0.694,Sell
0.176,0.457,0.367,Sell
0.195,0.252,0.553,Sell
0.162,0.309,0.529,Sell
0.136,0.133,0.731,Sell
0.127,0.08,0.792,Sell
0.145,0.257,0.598,Sell
0.19,0.196,0.614,Sell
0.183,0.134,0.683,Sell
0.053,0.412,0.535,Sell
0.154,0.272,0.574,Sell
0.144,0.281,0.574,Sell
0.152,0.109,0.739,Sell
0.129,0.281,0.589,Sell
0.312,0.192,0.496,Sell
0.093,0.143,0.764,Sell
0.109,0.33,0.561,Sell
0.279,0.014,0.707,Sell
0.328,0.273,0.399,Sell
0.178,0.366,0.455,Sell
0.244,0.076,0.68,Sell
0.158,0.395,0.448,Sell
0.212,0.135,0.653,Sell
0.235,0.213,0.552,Sell
0.077,0.165,0.758,Sell
0.058,0.284,0.658,Sell
0.185,0.281,0.534,Sell
0.085,0.178,0.737,Sell
0.078,0.092,0.83,Sell
0.27,0.382,0.348,Sell
0.199,0.174,0.628,Sell
0.223,0.233,0.544,Sell
0.178,0.217,0.605,Sell
0.255,0.085,0.66,Sell
0.112,0.353,0.535,Sell
0.203,0.15,0.647,Sell
0.153,0.009,0.838,Sell
0.248,0.022,0.73,Sell
0.181,0.049,0.77,Sell
0.227,0.013,0.759,Sell
0.252,0.137,0.611,Sell
0.205,0.108,0.686,Sell
0.29,0.145,0.566,Sell
0.039,0.191,0.77,Sell
0.236,0.323,0.441,Sell
0.163,0.241,0.596,Sell
0.127,0.134,0.74,Sell
0.18,0.22,0.6,Sell
0.154,0.175,0.672,Sell
0.062,0.221,0.716,Sell
0.195,0.238,0.567,Sell
0.129,0.385,0.486,Sell
0.196,0.319,0.485,Sell
0.203,0.213,0.584,Sell
0.298,0.384,0.318,Sell
0.219,0.056,0.725,Sell
0.031,0.294,0.675,Sell
0.3,0.211,0.488,Sell
0.122,0.171,0.707,Sell
0.131,0.235,0.634,Sell
0.052,0.318,0.63,Sell
0.15,0.19,0.66,Sell
0.029,0.306,0.665,Sell
0.155,0.398,0.447,Sell
0.179,0.264,0.557,Sell
0.164,0.253,0.583,Sell
0.184,0.105,0.712,Sell
0.231,0.021,0.748,Sell
0.117,0.273,0.61,Sell
0.181,0.183,0.635,Sell
0.125,0.259,0.617,Sell
0.191,0.001,0.808,Sell
0.176,0.205,0.618,Sell
0.145,0.462,0.392,Sell
0.21,0.131,0.659,Sell
0.187,0.04,0.773,Sell
0.282,0.059,0.659,Sell
0.136,0.294,0.57,Sell
0.139,0.055,0.806,Sell
0.137,0.381,0.483,Sell
0.185,0.362,0.453,Sell
0.122,0.341,0.537,Sell
0.08,0.386,0.533,Sell
0.081,0.151,0.768,Sell
0.251,0.012,0.737,Sell
0.219,0.293,0.488,Sell
0.222,0.275,0.503,Sell
0.159,0.289,0.552,Sell
0.191,0.174,0.635,Sell
0.256,0.117,0.626,Sell
0.164,0.417,0.418,Sell
0.2,0.002,0.798,Sell
0.086,0.409,0.506,Sell
0.232,0.169,0.599,Sell
0.219,0.368,0.413,Sell
0.144,0.256,0.6,Sell
0.055,0.347,0.598,Sell
0.251,0.326,0.423,Sell
0.069,0.175,0.756,Sell
0.191,0.163,0.646,Sell
0.215,0.13,0.655,Sell
0.147,0.289,0.564,Sell
0.21,0.159,0.631,Sell
0.158,0.338,0.504,Sell
0.194,0.206,0.599,Sell
0.171,0.401,0.428,Sell
0.082,0.297,0.621,Sell
0.278,0.004,0.718,Sell
0.254,0.132,0.614,Sell
0.121,0.346,0.533,Sell
0.08,0.18,0.739,Sell
0.115,0.146,0.739,Sell
0.117,0.183,0.7,Sell
0.398,0.203,0.399,Sell
0.175,0.125,0.7,Sell
0.183,0.271,0.546,Sell
0.056,0.297,0.647,Sell
0.137,0.295,0.568,Sell
0.111,0.401,0.488,Sell
0.306,0.044,0.65,Sell
0.211,0.395,0.394,Sell
0.227,0.18,0.592,Sell
0.146,0.148,0.706,Sell
0.234,0.182,0.584,Sell
0.102,0.239,0.66,Sell
0.256,0.293,0.452,Sell
0.07,0.155,0.775,Sell
0.08,0.325,0.594,Sell
0.217,0.106,0.676,Sell
0.198,0.378,0.424,Sell
0.242,0.104,0.654,Sell
0.143,0.227,0.63,Sell
0.161,0.126,0.713,Sell
0.099,0.332,0.569,Sell
0.29,0.309,0.4,Sell
0.222,0.289,0.489,Sell
0.147,0.266,0.587,Sell
0.184,0.02,0.796,Sell
0.224,0.115,0.661,Sell
0.1,0.169,0.731,Sell
0.141,0.108,0.751,Sell
0.072,0.222,0.706,Sell
0.107,0.27,0.623,Sell
0.188,0.059,0.754,Sell
0.116,0.183,0.702,Sell
0.079,0.314,0.607,Sell
0.112,0.316,0.572,Sell
0.185,0.174,0.64,Sell
0.121,0.16,0.719,Sell
0.167,0.296,0.538,Sell
0.453,0.005,0.541,Sell
0.18,0.181,0.639,Sell
0.164,0.143,0.693,Sell
0.192,0.247,0.561,Sell
0.183,0.048,0.769,Sell
0.247,0.226,0.527,Sell
0.129,0.348,0.523,Sell
0.169,0.324,0.507,Sell
0.146,0.284,0.57,Sell
0.068,0.084,0.848,Sell
0.176,0.199,0.624,Sell
0.062,0.151,0.786,Sell
0.231,0.035,0.734,Sell
0.239,0.289,0.471,Sell
0.361,0.154,0.485,Sell
0.276,0.358,0.366,Sell
0.232,0.344,0.424,Sell
0.248,0.158,0.593,Sell
0.081,0.199,0.72,Sell
0.36,0.109,0.531,Sell
0.19,0.297,0.513,Sell
0.2,0.284,0.516,Sell
0.26,0.104,0.635,Sell
0.144,0.259,0.597,Sell
0.137,0.23,0.633,Sell
0.182,0.19,0.629,Sell
0.068,0.269,0.663,Sell
0.082,0.115,0.803,Sell
0.167,0.148,0.686,Sell
0.131,0.385,0.484,Sell
0.123,0.332,0.545,Sell
0.166,0.421,0.414,Sell
0.134,0.291,0.575,Sell
0.236,0.066,0.698,Sell
0.093,0.268,0.639,Sell
0.156,0.091,0.753,Sell
0.193,0.149,0.658,Sell
0.204,0.027,0.769,Sell
0.225,0.311,0.464,Sell
0.169,0.097,0.734,Sell
0.269,0.386,0.345,Sell
0.104,0.354,0.542,Sell
0.073,0.364,0.562,Sell
0.085,0.19,0.725,Sell
0.252,0.181,0.567,Sell
0.101,0.016,0.884,Sell
0.326,0.168,0.506,Sell
0.16,0.309,0.531,Sell
0.158,0.328,0.514,Sell
0.192,0.299,0.509,Sell
0.179,0.283,0.538,Sell
0.086,0.288,0.625,Sell
0.265,0.27,0.465,Sell
0.17,0.073,0.757,Sell
0.166,0.159,0.675,Sell
0.149,0.248,0.603,Sell
0.224,0.145,0.63,Sell
0.247,0.346,0.407,Sell
0.154,0.225,0.62,Sell
0.254,0.252,0.494,Sell
0.118,0.078,0.804,Sell
0.332,0.036,0.633,Sell
0.41,0.025,0.565,Sell
0.116,0.285,0.598,Sell
0.136,0.053,0.811,Sell
0.115,0.443,0.442,Sell
0.282,0.126,0.592,Sell
0.114,0.266,0.62,Sell
0.201,0.185,0.613,Sell
0.072,0.343,0.585,Sell
0.191,0.002,0.807,Sell
0.363,0.249,0.388,Sell
0.175,0.102,0.723,Sell
0.151,0.224,0.625,Sell
0.045,0.258,0.697,Sell
0.077,0.127,0.795,Sell
0.252,0.247,0.501,Sell
0.164,0.143,0.692,Sell
0.249,0.231,0.52,Sell
0.186,0.354,0.46,Sell
0.136,0.074,0.79,Sell
0.181,0.449,0.369,Sell
0.101,0.31,0.589,Sell
0.177,0.243,0.58,Sell
0.342,0.316,0.342,Sell
0.065,0.142,0.793,Sell
0.205,0.276,0.518,Sell
0.126,0.028,0.846,Sell
0.137,0.304,0.559,Sell
0.172,0.151,0.677,Sell
0.157,0.367,0.475,Sell
0.22,0.449,0.331,Sell
0.159,0.037,0.803,Sell
0.051,0.236,0.712,Sell
0.13,0.331,0.539,Sell
0.136,0.308,0.557,Sell
0.127,0.11,0.763,Sell
0.119,0.36,0.521,Sell
0.099,0.045,0.856,Sell
0.12,0.237,0.642,Sell
0.293,0.063,0.644,Sell
0.227,0.146,0.627,Sell
0.328,0.212,0.46,Sell
0.184,0.202,0.613,Sell
0.236,0.223,0.541,Sell
0.12,0.266,0.614,Sell
0.118,0.135,0.747,Sell
0.148,0.218,0.634,Sell
0.326,0.349,0.326,Sell
0.089,0.293,0.618,Sell
0.138,0.383,0.479,Sell
0.224,0.209,0.567,Sell
0.156,0.189,0.655,Sell
0.179,0.363,0.458,Sell
0.13,0.084,0.787,Sell
0.118,0.259,0.623,Sell
0.102,0.037,0.861,Sell
0.225,0.455,0.32,Sell
0.132,0.01,0.858,Sell
0.089,0.357,0.554,Sell
0.122,0.367,0.511,Sell
0.141,0.172,0.686,Sell
0.191,0.068,0.741,Sell
0.199,0.247,0.554,Sell
0.064,0.379,0.557,Sell
0.189,0.002,0.809,Sell
0.134,0.25,0.616,Sell
0.128,0.275,0.597,Sell
0.253,0.055,0.691,Sell
0.168,0.348,0.484,Sell
0.129,0.301,0.57,Sell
0.187,0.057,0.757,Sell
0.131,0.164,0.705,Sell
0.232,0.183,0.585,Sell
0.236,0.146,0.617,Sell
0.138,0.276,0.586,Sell
0.078,0.316,0.606,Sell
0.167,0.388,0.445,Sell
0.179,0.402,0.419,Sell
0.237,0.396,0.368,Sell
0.065,0.354,0.58,Sell
0.316,0.036,0.648,Sell
0.147,0.358,0.495,Sell
0.258,0.165,0.577,Sell
0.182,0.121,0.697,Sell
0.179,0.223,0.598,Sell
0.253,0.143,0.604,Sell
0.157,0.259,0.584,Sell
0.273,0.323,0.404,Sell
0.212,0.144,0.643,Sell
0.125,0.196,0.679,Sell
0.1,0.249,0.651,Sell
0.085,0.184,0.732,Sell
0.136,0.26,0.604,Sell
0.26,0.133,0.607,Sell
0.279,0.063,0.658,Sell
0.145,0.306,0.548,Sell
0.229,0.18,0.591,Sell
0.097,0.231,0.672,Sell
0.175,0.215,0.609,Sell
0.155,0.066,0.779,Sell
0.325,0.144,0.531,Sell
0.116,0.148,0.735,Sell
0.207,0.378,0.414,Sell
0.186,0.106,0.708,Sell
0.097,0.292,0.611,Sell
0.201,0.312,0.488,Sell
0.114,0.36,0.526,Sell
0.189,0.004,0.807,Sell
0.138,0.323,0.538,Sell
0.182,0.133,0.685,Sell
0.186,0.414,0.4,Sell
0.125,0.221,0.654,Sell
0.188,0.489,0.323,Sell
0.277,0.22,0.503,Sell
0.178,0.195,0.627,Sell
0.139,0.152,0.709,Sell
0.11,0.241,0.649,Sell
0.211,0.0,0.789,Sell
0.213,0.213,0.574,Sell
0.223,0.337,0.44,Sell
0.274,0.172,0.554,Sell
0.083,0.002,0.915,Sell
0.18,0.24,0.58,Sell
0.196,0.168,0.637,Sell
0.351,0.291,0.358,Sell
0.139,0.259,0.602,Sell
0.067,0.078,0.855,Sell
0.076,0.308,0.616,Sell
0.12,0.221,0.659,Sell
0.394,0.131,0.475,Sell
0.239,0.207,0.554,Sell
0.157,0.339,0.504,Sell
0.408,0.184,0.408,Sell
0.202,0.303,0.495,Sell
0.428,0.143,0.429,Sell
0.352,0.044,0.604,Sell
0.166,0.223,0.61,Sell
0.179,0.303,0.518,Sell
0.34,0.087,0.573,Sell
0.228,0.041,0.731,Sell
0.125,0.171,0.704,Sell
0.082,0.351,0.567,Sell
0.281,0.428,0.292,Sell
0.153,0.051,0.795,Sell
0.146,0.063,0.791,Sell
0.232,0.114,0.654,Sell
0.147,0.25,0.603,Sell
0.234,0.271,0.495,Sell
0.137,0.207,0.656,Sell
0.086,0.363,0.551,Sell
0.167,0.221,0.612,Sell
0.119,0.13,0.751,Sell
0.17,0.105,0.725,Sell
0.027,0.356,0.617,Sell
0.063,0.277,0.66,Sell
0.168,0.29,0.541,Sell
0.12,0.282,0.597,Sell
0.1,0.347,0.553,Sell
0.17,0.161,0.669,Sell
0.251,0.428,0.321,Sell
0.304,0.05,0.646,Sell
0.172,0.09,0.738,Sell
0.107,0.245,0.648,Sell
0.268,0.101,0.631,Sell
0.213,0.254,0.533,Sell
0.175,0.154,0.671,Sell
0.288,0.214,0.498,Sell
0.274,0.015,0.71,Sell
0.087,0.257,0.656,Sell
0.234,0.033,0.733,Sell
0.303,0.308,0.389,Sell
0.217,0.002,0.781,Sell
0.09,0.227,0.684,Sell
0.102,0.063,0.835,Sell
0.07,0.394,0.536,Sell
0.14,0.164,0.696,Sell
0.169,0.145,0.686,Sell
0.073,0.234,0.693,Sell
0.151,0.131,0.719,Sell
0.105,0.16,0.736,Sell
0.124,0.358,0.518,Sell
0.17,0.276,0.554,Sell
0.176,0.355,0.469,Sell
0.251,0.13,0.619,Sell
0.116,0.272,0.611,Sell
0.354,0.192,0.454,Sell
0.233,0.417,0.35,Sell
0.21,0.23,0.56,Sell
0.24,0.239,0.521,Sell
0.1,0.135,0.765,Sell
0.092,0.356,0.552,Sell
0.221,0.145,0.634,Sell
0.174,0.061,0.765,Sell
0.102,0.309,0.589,Sell
0.133,0.272,0.596,Sell
0.14,0.066,0.794,Sell
0.133,0.309,0.558,Sell
0.203,0.176,0.621,Sell
0.196,0.319,0.484,Sell
0.191,0.218,0.591,Sell
0.254,0.381,0.365,Sell
0.128,0.145,0.727,Sell
0.09,0.322,0.588,Sell
0.479,0.041,0.48,Sell
0.13,0.327,0.543,Sell
0.158,0.355,0.487,Sell
0.204,0.126,0.67,Sell
0.299,0.26,0.441,Sell
0.183,0.236,0.581,Sell
0.248,0.323,0.429,Sell
0.168,0.462,0.37,Sell
0.192,0.178,0.63,Sell
0.161,0.159,0.68,Sell
0.115,0.012,0.873,Sell
0.265,0.045,0.69,Sell
0.215,0.241,0.544,Sell
0.114,0.278,0.607,Sell
0.223,0.252,0.525,Sell
0.183,0.324,0.493,Sell
0.094,0.313,0.593,Sell
0.449,0.101,0.45,Sell
0.153,0.269,0.578,Sell
0.144,0.075,0.781,Sell
0.382,0.194,0.425,Sell
0.214,0.109,0.677,Sell
0.254,0.218,0.528,Sell
0.113,0.123,0.764,Sell
0.175,0.481,0.344,Sell
0.267,0.359,0.374,Sell
0.11,0.326,0.564,Sell
0.136,0.162,0.702,Sell
0.2,0.256,0.544,Sell
0.413,0.046,0.542,Sell
0.215,0.298,0.487,Sell
0.177,0.248,0.575,Sell
0.326,0.028,0.646,Sell
0.228,0.16,0.612,Sell
0.259,0.288,0.453,Sell
0.159,0.272,0.569,Sell
0.199,0.274,0.527,Sell
0.141,0.165,0.694,Sell
0.153,0.233,0.614,Sell
0.172,0.087,0.741,Sell
0.071,0.395,0.534,Sell
0.193,0.315,0.492,Sell
0.164,0.024,0.811,Sell
0.111,0.225,0.663,Sell
0.217,0.12,0.662,Sell
0.34,0.077,0.583,Sell
0.251,0.037,0.713,Sell
0.173,0.129,0.698,Sell
0.213,0.234,0.553,Sell
0.129,0.191,0.68,Sell
0.176,0.233,0.59,Sell
0.072,0.224,0.704,Sell
0.15,0.21,0.64,Sell
0.142,0.393,0.465,Sell
0.187,0.106,0.707,Sell
0.172,0.442,0.386,Sell
0.158,0.184,0.658,Sell
0.285,0.18,0.535,Sell
0.089,0.141,0.77,Sell
0.055,0.102,0.843,Sell
0.209,0.124,0.667,Sell
0.23,0.236,0.533,Sell
0.077,0.319,0.604,Sell
0.152,0.255,0.593,Sell
0.139,0.258,0.603,Sell
0.281,0.152,0.566,Sell
0.192,0.245,0.563,Sell
0.26,0.083,0.657,Sell
0.163,0.298,0.539,Sell
0.199,0.113,0.688,Sell
0.049,0.38,0.571,Sell
0.151,0.491,0.358,Sell
0.214,0.124,0.662,Sell
0.066,0.402,0.532,Sell
0.143,0.27,0.587,Sell
0.122,0.101,0.777,Sell
0.224,0.308,0.468,Sell
0.14,0.268,0.592,Sell
0.173,0.264,0.563,Sell
0.065,0.288,0.648,Sell
0.229,0.222,0.548,Sell
0.129,0.157,0.714,Sell
0.105,0.293,0.602,Sell
0.179,0.181,0.64,Sell
0.195,0.004,0.801,Sell
0.231,0.356,0.413,Sell
0.076,0.242,0.681,Sell
0.248,0.155,0.597,Sell
0.221,0.364,0.414,Sell
0.242,0.137,0.62,Sell
0.135,0.114,0.75,Sell
0.139,0.299,0.561,Sell
0.273,0.256,0.471,Sell
0.206,0.156,0.637,Sell
0.189,0.215,0.596,Sell
0.235,0.269,0.496,Sell
0.15,0.391,0.459,Sell
0.265,0.078,0.657,Sell
0.195,0.271,0.534,Sell
0.183,0.13,0.687,Sell
0.174,0.065,0.761,Sell
0.145,0.134,0.721,Sell
0.192,0.298,0.51,Sell
0.15,0.233,0.617,Sell
0.223,0.158,0.62,Sell
0.272,0.455,0.272,Sell
0.23,0.24,0.53,Sell
0.103,0.192,0.705,Sell
0.125,0.152,0.723,Sell
0.23,0.058,0.712,Sell
0.243,0.074,0.683,Sell
0.234,0.251,0.515,Sell
0.275,0.374,0.351,Sell
0.196,0.35,0.454,Sell
0.206,0.082,0.713,Sell
0.264,0.014,0.723,Sell
0.282,0.318,0.4,Sell
0.156,0.114,0.73,Sell
0.127,0.197,0.675,Sell
0.141,0.268,0.591,Sell
0.184,0.042,0.774,Sell
0.136,0.407,0.457,Sell
0.116,0.261,0.623,Sell
0.079,0.314,0.607,Sell
0.121,0.292,0.587,Sell
0.195,0.251,0.554,Sell
0.284,0.422,0.295,Sell
0.229,0.052,0.719,Sell
0.163,0.239,0.598,Sell
0.183,0.014,0.804,Sell
0.177,0.221,0.602,Sell
0.165,0.28,0.554,Sell
0.213,0.189,0.598,Sell
0.142,0.357,0.501,Sell
0.235,0.193,0.573,Sell
0.201,0.025,0.774,Sell
0.23,0.142,0.627,Sell
0.243,0.215,0.542,Sell
0.179,0.188,0.633,Sell
0.237,0.211,0.552,Sell
0.214,0.173,0.613,Sell
0.159,0.215,0.626,Sell
0.14,0.182,0.678,Sell
0.139,0.141,0.72,Sell
0.131,0.217,0.653,Sell
0.088,0.359,0.553,Sell
0.079,0.263,0.658,Sell
0.373,0.06,0.568,Sell
0.177,0.01,0.813,Sell
0.162,0.104,0.734,Sell
0.145,0.247,0.607,Sell
0.269,0.034,0.698,Sell
0.184,0.271,0.545,Sell
0.244,0.414,0.342,Sell
0.214,0.091,0.695,Sell
0.127,0.265,0.608,Sell
0.207,0.104,0.689,Sell
0.133,0.41,0.457,Sell
0.166,0.045,0.789,Sell
0.145,0.133,0.721,Sell
0.203,0.039,0.758,Sell
0.191,0.216,0.593,Sell
0.119,0.248,0.633,Sell
0.315,0.087,0.598,Sell
0.115,0.077,0.808,Sell
0.199,0.234,0.567,Sell
0.205,0.073,0.722,Sell
0.238,0.01,0.752,Sell
0.233,0.265,0.502,Sell
0.243,0.254,0.503,Sell
0.095,0.273,0.632,Sell
0.127,0.239,0.634,Sell
0.184,0.42,0.397,Sell
0.115,0.161,0.724,Sell
0.347,0.039,0.615,Sell
0.093,0.262,0.644,Sell
0.161,0.215,0.624,Sell
0.125,0.36,0.515,Sell
0.17,0.335,0.495,Sell
0.105,0.266,0.629,Sell
0.131,0.092,0.778,Sell
0.145,0.357,0.499,Sell
0.125,0.282,0.593,Sell
0.052,0.333,0.614,Sell
0.157,0.208,0.635,Sell
0.099,0.073,0.827,Sell
0.18,0.367,0.453,Sell
0.162,0.387,0.451,Sell
0.15,0.218,0.632,Sell
0.205,0.014,0.781,Sell
0.165,0.213,0.622,Sell
0.214,0.032,0.754,Sell
0.221,0.178,0.601,Sell
0.069,0.394,0.537,Sell
0.055,0.166,0.779,Sell
0.119,0.277,0.604,Sell
0.199,0.052,0.749,Sell
0.251,0.181,0.568,Sell
0.195,0.373,0.432,Sell
0.14,0.007,0.853,Sell
0.143,0.115,0.742,Sell
0.153,0.357,0.491,Sell
0.229,0.283,0.488,Sell
0.095,0.223,0.682,Sell
0.162,0.348,0.49,Sell
0.168,0.349,0.482,Sell
0.105,0.206,0.689,Sell
0.304,0.166,0.53,Sell
0.066,0.32,0.614,Sell
0.253,0.008,0.739,Sell
0.196,0.282,0.522,Sell
0.194,0.045,0.761,Sell
0.131,0.358,0.512,Sell
0.234,0.087,0.68,Sell
0.197,0.192,0.611,Sell
0.055,0.272,0.673,Sell
0.23,0.041,0.73,Sell
0.118,0.079,0.803,Sell
0.238,0.215,0.547,Sell
0.135,0.354,0.511,Sell
0.199,0.327,0.474,Sell
0.133,0.333,0.534,Sell
0.154,0.367,0.479,Sell
0.16,0.276,0.564,Sell
0.33,0.27,0.4,Sell
0.203,0.012,0.785,Sell
0.169,0.113,0.718,Sell
0.129,0.348,0.523,Sell
0.213,0.173,0.614,Sell
0.105,0.316,0.578,Sell
0.219,0.337,0.444,Sell
0.206,0.096,0.698,Sell
0.043,0.224,0.732,Sell
0.138,0.029,0.834,Sell
0.27,0.231,0.499,Sell
0.02,0.247,0.733,Sell
0.084,0.275,0.641,Sell
0.221,0.208,0.571,Sell
0.231,0.388,0.381,Sell
0.339,0.156,0.505,Sell
0.111,0.253,0.636,Sell
0.238,0.224,0.538,Sell
0.233,0.157,0.61,Sell
0.15,0.201,0.65,Sell
0.105,0.083,0.812,Sell
0.265,0.14,0.595,Sell
0.309,0.019,0.672,Sell
0.278,0.04,0.682,Sell
0.196,0.12,0.683,Sell
0.103,0.335,0.562,Sell
0.219,0.281,0.5,Sell
0.19,0.016,0.794,Sell
0.134,0.27,0.595,Sell
0.215,0.269,0.517,Sell
0.203,0.017,0.78,Sell
0.284,0.261,0.456,Sell
0.097,0.274,0.628,Sell
0.11,0.091,0.799,Sell
0.257,0.023,0.72,Sell
0.169,0.119,0.712,Sell
0.098,0.339,0.563,Sell
0.37,0.26,0.37,Sell
0.079,0.263,0.658,Sell
0.149,0.109,0.741,Sell
0.215,0.181,0.604,Sell
0.115,0.142,0.743,Sell
0.12,0.285,0.595,Sell
0.109,0.299,0.592,Sell
0.31,0.054,0.636,Sell
0.155,0.301,0.544,Sell
0.153,0.249,0.598,Sell
0.107,0.22,0.673,Sell
0.093,0.088,0.818,Sell
0.165,0.24,0.594,Sell
0.181,0.182,0.637,Sell
0.09,0.302,0.608,Sell
0.12,0.022,0.857,Sell
0.197,0.149,0.654,Sell
0.197,0.4,0.403,Sell
0.268,0.381,0.351,Sell
0.184,0.163,0.652,Sell
0.131,0.075,0.794,Sell
0.099,0.349,0.552,Sell
0.134,0.395,0.471,Sell
0.173,0.226,0.601,Sell
0.087,0.331,0.581,Sell
0.15,0.406,0.444,Sell
0.233,0.357,0.41,Sell
0.28,0.302,0.419,Sell
0.452,0.088,0.46,Sell
0.151,0.211,0.638,Sell
0.111,0.34,0.549,Sell
0.134,0.241,0.624,Sell
0.144,0.299,0.558,Sell
0.196,0.405,0.399,Sell
0.087,0.251,0.661,Sell
0.267,0.214,0.519,Sell
0.268,0.174,0.558,Sell
0.176,0.141,0.683,Sell
0.146,0.314,0.541,Sell
0.191,0.129,0.68,Sell
0.15,0.092,0.758,Sell
0.101,0.317,0.582,Sell
0.197,0.217,0.587,Sell
0.17,0.087,0.743,Sell
0.164,0.274,0.562,Sell
0.102,0.283,0.615,Sell
0.137,0.214,0.649,Sell
0.139,0.28,0.581,Sell
0.129,0.159,0.712,Sell
0.114,0.274,0.612,Sell
0.159,0.192,0.648,Sell
0.144,0.175,0.681,Sell
0.199,0.166,0.634,Sell
0.115,0.016,0.869,Sell
0.114,0.236,0.65,Sell
0.113,0.17,0.717,Sell
0.191,0.139,0.67,Sell
0.13,0.392,0.478,Sell
0.064,0.34,0.597,Sell
0.19,0.16,0.65,Sell
0.059,0.284,0.657,Sell
0.129,0.277,0.594,Sell
0.127,0.286,0.587,Sell
0.195,0.297,0.507,Sell
0.173,0.069,0.758,Sell
0.162,0.083,0.755,Sell
0.151,0.268,0.581,Sell
0.101,0.316,0.583,Sell
0.248,0.179,0.573,Sell
0.186,0.197,0.617,Sell
0.225,0.254,0.52,Sell
0.222,0.469,0.31,Sell
0.286,0.273,0.441,Sell
0.172,0.049,0.778,Sell
0.095,0.337,0.568,Sell
0.128,0.178,0.694,Sell
0.168,0.147,0.685,Sell
0.075,0.076,0.849,Sell
0.168,0.144,0.688,Sell
0.113,0.01,0.877,Sell
0.172,0.04,0.788,Sell
0.211,0.118,0.671,Sell
0.308,0.108,0.584,Sell
0.252,0.078,0.67,Sell
0.131,0.082,0.787,Sell
0.139,0.255,0.606,Sell
0.217,0.322,0.461,Sell
