tail_to_length_ratio,body_to_length_ratio,wick_to_length_ratio,trade_decision
0.784,0.003,0.213,Buy
0.784,0.159,0.057,Buy
0.652,0.274,0.074,Buy
0.718,0.046,0.237,Buy
0.59,0.304,0.106,Buy
0.549,0.232,0.22,Buy
0.677,0.128,0.195,Buy
0.752,0.098,0.15,Buy
0.74,0.116,0.144,Buy
0.673,0.237,0.09,Buy
0.637,0.267,0.096,Buy
0.461,0.356,0.183,Buy
0.498,0.297,0.205,Buy
0.531,0.168,0.301,Buy
0.723,0.044,0.233,Buy
0.59,0.263,0.148,Buy
0.569,0.325,0.106,Buy
0.702,0.224,0.074,Buy
0.744,0.076,0.179,Buy
0.497,0.34,0.163,Buy
0.698,0.132,0.17,Buy
0.624,0.118,0.258,Buy
0.454,0.432,0.115,Buy
0.619,0.102,0.278,Buy
0.523,0.378,0.099,Buy
0.68,0.092,0.228,Buy
0.45,0.397,0.153,Buy
0.795,0.16,0.045,Buy
0.621,0.292,0.087,Buy
0.534,0.202,0.264,Buy
0.489,0.352,0.159,Buy
0.554,0.365,0.081,Buy
0.556,0.323,0.121,Buy
0.612,0.255,0.133,Buy
0.553,0.361,0.086,Buy
0.632,0.08,0.288,Buy
0.554,0.29,0.156,Buy
0.422,0.351,0.227,Buy
0.766,0.039,0.195,Buy
0.383,0.451,0.165,Buy
0.764,0.011,0.225,Buy
0.615,0.286,0.1,Buy
0.669,0.202,0.129,Buy
0.77,0.089,0.141,Buy
0.729,0.14,0.131,Buy
0.834,0.019,0.147,Buy
0.701,0.23,0.069,Buy
0.831,0.05,0.119,Buy
0.62,0.241,0.139,Buy
0.584,0.328,0.088,Buy
0.597,0.047,0.355,Buy
0.556,0.255,0.189,Buy
0.759,0.112,0.129,Buy
0.677,0.152,0.171,Buy
0.639,0.255,0.106,Buy
0.537,0.279,0.185,Buy
0.457,0.439,0.104,Buy
0.574,0.37,0.055,Buy
0.568,0.017,0.415,Buy
0.644,0.217,0.139,Buy
0.823,0.013,0.165,Buy
0.535,0.324,0.141,Buy
0.628,0.075,0.296,Buy
0.436,0.326,0.238,Buy
0.543,0.305,0.153,Buy
0.496,0.322,0.182,Buy
0.728,0.144,0.128,Buy
0.614,0.232,0.154,Buy
0.742,0.049,0.209,Buy
0.75,0.156,0.094,Buy
0.642,0.187,0.171,Buy
0.53,0.391,0.079,Buy
0.708,0.05,0.242,Buy
0.82,0.046,0.134,Buy
0.838,0.074,0.088,Buy
0.828,0.033,0.139,Buy
0.545,0.312,0.143,Buy
0.516,0.419,0.065,Buy
0.698,0.093,0.209,Buy
0.6,0.063,0.337,Buy
0.673,0.157,0.17,Buy
0.474,0.368,0.158,Buy
0.496,0.24,0.264,Buy
0.505,0.368,0.127,Buy
0.768,0.126,0.105,Buy
0.639,0.222,0.139,Buy
0.51,0.179,0.311,Buy
0.72,0.057,0.223,Buy
0.824,0.126,0.05,Buy
0.562,0.294,0.144,Buy
0.445,0.436,0.119,Buy
0.496,0.377,0.127,Buy
0.667,0.075,0.258,Buy
0.749,0.085,0.166,Buy
0.467,0.193,0.341,Buy
0.744,0.118,0.138,Buy
0.576,0.337,0.087,Buy
0.609,0.198,0.193,Buy
0.547,0.263,0.19,Buy
0.636,0.326,0.038,Buy
0.731,0.062,0.206,Buy
0.51,0.351,0.139,Buy
0.541,0.425,0.035,Buy
0.653,0.215,0.132,Buy
0.498,0.271,0.231,Buy
0.484,0.28,0.235,Buy
0.475,0.375,0.15,Buy
0.491,0.312,0.198,Buy
0.654,0.056,0.29,Buy
0.792,0.059,0.149,Buy
0.545,0.264,0.191,Buy
0.635,0.222,0.142,Buy
0.573,0.141,0.286,Buy
0.605,0.2,0.195,Buy
0.532,0.389,0.079,Buy
0.858,0.037,0.105,Buy
0.466,0.369,0.165,Buy
0.797,0.06,0.142,Buy
0.698,0.106,0.196,Buy
0.623,0.183,0.194,Buy
0.463,0.413,0.124,Buy
0.599,0.27,0.13,Buy
0.676,0.216,0.107,Buy
0.666,0.19,0.145,Buy
0.454,0.424,0.122,Buy
0.724,0.181,0.095,Buy
0.477,0.335,0.187,Buy
0.444,0.312,0.245,Buy
0.587,0.271,0.142,Buy
0.748,0.106,0.146,Buy
0.718,0.158,0.124,Buy
0.733,0.019,0.249,Buy
0.501,0.181,0.318,Buy
0.498,0.393,0.109,Buy
0.587,0.16,0.253,Buy
0.904,0.002,0.094,Buy
0.554,0.316,0.131,Buy
0.617,0.31,0.073,Buy
0.61,0.165,0.225,Buy
0.616,0.029,0.355,Buy
0.524,0.407,0.07,Buy
0.249,0.503,0.249,Buy
0.335,0.384,0.281,Buy
0.77,0.134,0.096,Buy
0.709,0.211,0.08,Buy
0.588,0.278,0.134,Buy
0.3,0.424,0.276,Buy
0.799,0.027,0.174,Buy
0.636,0.165,0.199,Buy
0.773,0.0,0.227,Buy
0.64,0.102,0.258,Buy
0.713,0.168,0.119,Buy
0.574,0.366,0.061,Buy
0.611,0.324,0.065,Buy
0.483,0.382,0.134,Buy
0.671,0.277,0.051,Buy
0.598,0.198,0.204,Buy
0.293,0.499,0.208,Buy
0.683,0.144,0.173,Buy
0.723,0.189,0.088,Buy
0.472,0.353,0.175,Buy
0.896,0.022,0.082,Buy
0.328,0.459,0.213,Buy
0.523,0.334,0.143,Buy
0.482,0.359,0.159,Buy
0.394,0.354,0.251,Buy
0.566,0.28,0.154,Buy
0.465,0.368,0.167,Buy
0.645,0.179,0.176,Buy
0.404,0.408,0.188,Buy
0.392,0.447,0.161,Buy
0.769,0.036,0.195,Buy
0.386,0.258,0.356,Buy
0.658,0.143,0.199,Buy
0.754,0.049,0.197,Buy
0.665,0.037,0.298,Buy
0.529,0.227,0.244,Buy
0.607,0.227,0.167,Buy
0.584,0.33,0.086,Buy
0.705,0.096,0.199,Buy
0.522,0.226,0.251,Buy
0.66,0.269,0.071,Buy
0.487,0.237,0.276,Buy
0.556,0.343,0.101,Buy
0.799,0.161,0.04,Buy
0.571,0.32,0.109,Buy
0.819,0.052,0.129,Buy
0.379,0.342,0.278,Buy
0.826,0.034,0.14,Buy
0.577,0.206,0.217,Buy
0.577,0.378,0.045,Buy
0.743,0.118,0.139,Buy
0.646,0.125,0.229,Buy
0.593,0.145,0.262,Buy
0.623,0.201,0.176,Buy
0.739,0.069,0.192,Buy
0.748,0.056,0.195,Buy
0.701,0.116,0.183,Buy
0.555,0.192,0.253,Buy
0.858,0.037,0.105,Buy
0.602,0.223,0.175,Buy
0.812,0.026,0.162,Buy
0.745,0.108,0.147,Buy
0.609,0.155,0.236,Buy
0.534,0.359,0.107,Buy
0.647,0.195,0.158,Buy
0.768,0.127,0.105,Buy
0.691,0.172,0.138,Buy
0.516,0.294,0.19,Buy
0.583,0.272,0.145,Buy
0.562,0.398,0.039,Buy
0.363,0.359,0.278,Buy
0.6,0.259,0.141,Buy
0.69,0.179,0.131,Buy
0.575,0.283,0.143,Buy
0.678,0.215,0.107,Buy
0.806,0.08,0.113,Buy
0.858,0.094,0.048,Buy
0.833,0.069,0.098,Buy
0.651,0.269,0.08,Buy
0.725,0.02,0.254,Buy
0.665,0.167,0.168,Buy
0.542,0.263,0.196,Buy
0.634,0.299,0.067,Buy
0.546,0.317,0.137,Buy
0.534,0.166,0.301,Buy
0.546,0.285,0.169,Buy
0.832,0.023,0.145,Buy
0.459,0.244,0.297,Buy
0.848,0.014,0.138,Buy
0.397,0.377,0.226,Buy
0.557,0.246,0.197,Buy
0.585,0.19,0.225,Buy
0.366,0.268,0.366,Buy
0.673,0.216,0.111,Buy
0.813,0.072,0.115,Buy
0.672,0.126,0.202,Buy
0.609,0.251,0.141,Buy
0.695,0.273,0.032,Buy
0.542,0.346,0.112,Buy
0.678,0.19,0.133,Buy
0.629,0.271,0.101,Buy
0.71,0.171,0.119,Buy
0.6,0.142,0.257,Buy
0.547,0.248,0.205,Buy
0.277,0.445,0.278,Buy
0.802,0.073,0.124,Buy
0.405,0.407,0.188,Buy
0.576,0.362,0.062,Buy
0.59,0.316,0.094,Buy
0.79,0.108,0.103,Buy
0.849,0.03,0.121,Buy
0.682,0.24,0.077,Buy
0.62,0.162,0.218,Buy
0.437,0.386,0.177,Buy
0.607,0.292,0.101,Buy
0.795,0.125,0.08,Buy
0.677,0.261,0.062,Buy
0.646,0.276,0.078,Buy
0.752,0.059,0.189,Buy
0.585,0.233,0.181,Buy
0.747,0.099,0.154,Buy
0.663,0.226,0.111,Buy
0.84,0.139,0.021,Buy
0.698,0.099,0.203,Buy
0.576,0.346,0.078,Buy
0.673,0.247,0.08,Buy
0.568,0.258,0.175,Buy
0.809,0.061,0.13,Buy
0.782,0.093,0.124,Buy
0.812,0.069,0.119,Buy
0.63,0.307,0.062,Buy
0.801,0.081,0.118,Buy
0.612,0.082,0.305,Buy
0.717,0.066,0.217,Buy
0.708,0.161,0.131,Buy
0.662,0.139,0.199,Buy
0.395,0.328,0.277,Buy
0.372,0.334,0.294,Buy
0.589,0.113,0.298,Buy
0.826,0.082,0.093,Buy
0.821,0.054,0.125,Buy
0.406,0.407,0.187,Buy
0.602,0.259,0.139,Buy
0.494,0.284,0.221,Buy
0.305,0.39,0.305,Buy
0.764,0.095,0.142,Buy
0.666,0.094,0.24,Buy
0.55,0.284,0.166,Buy
0.682,0.266,0.053,Buy
0.309,0.381,0.309,Buy
0.814,0.03,0.156,Buy
0.485,0.314,0.201,Buy
0.797,0.023,0.18,Buy
0.46,0.217,0.323,Buy
0.492,0.226,0.282,Buy
0.496,0.372,0.131,Buy
0.729,0.111,0.161,Buy
0.587,0.246,0.166,Buy
0.575,0.156,0.269,Buy
0.66,0.229,0.111,Buy
0.412,0.369,0.218,Buy
0.355,0.303,0.342,Buy
0.766,0.145,0.088,Buy
0.587,0.276,0.138,Buy
0.672,0.194,0.134,Buy
0.571,0.273,0.156,Buy
0.574,0.342,0.084,Buy
0.577,0.332,0.091,Buy
0.563,0.324,0.114,Buy
0.57,0.242,0.188,Buy
0.491,0.373,0.137,Buy
0.596,0.196,0.208,Buy
0.304,0.489,0.207,Buy
0.666,0.259,0.075,Buy
0.702,0.168,0.129,Buy
0.585,0.276,0.139,Buy
0.556,0.418,0.026,Buy
0.636,0.221,0.143,Buy
0.542,0.385,0.073,Buy
0.526,0.367,0.108,Buy
0.657,0.2,0.143,Buy
0.652,0.316,0.032,Buy
0.706,0.005,0.29,Buy
0.744,0.13,0.126,Buy
0.477,0.371,0.152,Buy
0.397,0.427,0.176,Buy
0.559,0.236,0.205,Buy
0.362,0.427,0.21,Buy
0.519,0.123,0.358,Buy
0.85,0.063,0.088,Buy
0.698,0.081,0.22,Buy
0.582,0.173,0.245,Buy
0.699,0.16,0.141,Buy
0.419,0.161,0.42,Buy
0.821,0.103,0.077,Buy
0.628,0.197,0.175,Buy
0.745,0.048,0.207,Buy
0.403,0.387,0.211,Buy
0.687,0.096,0.217,Buy
0.712,0.15,0.138,Buy
0.5,0.295,0.205,Buy
0.607,0.187,0.206,Buy
0.334,0.487,0.179,Buy
0.641,0.125,0.235,Buy
0.69,0.095,0.214,Buy
0.666,0.034,0.299,Buy
0.437,0.317,0.247,Buy
0.815,0.047,0.138,Buy
0.515,0.309,0.177,Buy
0.613,0.273,0.113,Buy
0.541,0.235,0.224,Buy
0.528,0.241,0.232,Buy
0.781,0.088,0.131,Buy
0.665,0.162,0.174,Buy
0.584,0.322,0.094,Buy
0.632,0.202,0.166,Buy
0.47,0.128,0.401,Buy
0.686,0.029,0.285,Buy
0.644,0.113,0.243,Buy
0.64,0.119,0.241,Buy
0.634,0.204,0.161,Buy
0.571,0.164,0.265,Buy
0.448,0.348,0.204,Buy
0.308,0.384,0.308,Buy
0.577,0.253,0.17,Buy
0.766,0.053,0.18,Buy
0.732,0.089,0.179,Buy
0.707,0.164,0.128,Buy
0.488,0.36,0.152,Buy
0.585,0.284,0.131,Buy
0.629,0.132,0.239,Buy
0.499,0.291,0.21,Buy
0.586,0.087,0.326,Buy
0.641,0.226,0.133,Buy
0.567,0.386,0.048,Buy
0.608,0.279,0.113,Buy
0.628,0.275,0.097,Buy
0.534,0.267,0.199,Buy
0.565,0.06,0.375,Buy
0.714,0.055,0.231,Buy
0.865,0.041,0.094,Buy
0.542,0.333,0.126,Buy
0.404,0.334,0.262,Buy
0.547,0.233,0.22,Buy
0.545,0.296,0.159,Buy
0.569,0.337,0.094,Buy
0.554,0.298,0.149,Buy
0.772,0.006,0.222,Buy
0.693,0.083,0.224,Buy
0.275,0.466,0.259,Buy
0.438,0.353,0.209,Buy
0.523,0.243,0.234,Buy
0.655,0.174,0.171,Buy
0.615,0.179,0.205,Buy
0.534,0.392,0.074,Buy
0.557,0.271,0.172,Buy
0.651,0.184,0.165,Buy
0.669,0.148,0.183,Buy
0.761,0.106,0.133,Buy
0.724,0.147,0.128,Buy
0.701,0.12,0.179,Buy
0.64,0.211,0.148,Buy
0.7,0.188,0.111,Buy
0.586,0.215,0.199,Buy
0.52,0.256,0.224,Buy
0.554,0.301,0.145,Buy
0.777,0.051,0.172,Buy
0.811,0.029,0.159,Buy
0.679,0.25,0.071,Buy
0.595,0.293,0.111,Buy
0.378,0.468,0.154,Buy
0.723,0.0,0.277,Buy
0.761,0.114,0.124,Buy
0.691,0.133,0.176,Buy
0.545,0.374,0.081,Buy
0.61,0.08,0.31,Buy
0.478,0.376,0.146,Buy
0.797,0.031,0.173,Buy
0.62,0.171,0.209,Buy
0.663,0.171,0.165,Buy
0.642,0.168,0.189,Buy
0.556,0.361,0.082,Buy
0.671,0.168,0.161,Buy
0.762,0.152,0.086,Buy
0.552,0.35,0.098,Buy
0.683,0.265,0.052,Buy
0.66,0.102,0.238,Buy
0.787,0.076,0.138,Buy
0.73,0.091,0.178,Buy
0.78,0.069,0.151,Buy
0.518,0.412,0.07,Buy
0.545,0.27,0.185,Buy
0.565,0.084,0.351,Buy
0.502,0.308,0.189,Buy
0.617,0.252,0.131,Buy
0.695,0.142,0.164,Buy
0.556,0.193,0.25,Buy
0.674,0.13,0.196,Buy
0.419,0.204,0.377,Buy
0.595,0.306,0.099,Buy
0.509,0.292,0.199,Buy
0.872,0.07,0.058,Buy
0.66,0.252,0.089,Buy
0.788,0.084,0.129,Buy
0.637,0.206,0.156,Buy
0.436,0.333,0.231,Buy
0.591,0.316,0.093,Buy
0.688,0.016,0.296,Buy
0.663,0.171,0.165,Buy
0.704,0.05,0.246,Buy
0.686,0.167,0.147,Buy
0.613,0.32,0.067,Buy
0.511,0.42,0.069,Buy
0.407,0.371,0.223,Buy
0.59,0.228,0.182,Buy
0.769,0.104,0.127,Buy
0.566,0.239,0.195,Buy
0.431,0.233,0.336,Buy
0.796,0.034,0.17,Buy
0.641,0.276,0.083,Buy
0.523,0.349,0.128,Buy
0.719,0.09,0.191,Buy
0.647,0.196,0.158,Buy
0.679,0.164,0.157,Buy
0.641,0.044,0.316,Buy
0.539,0.293,0.168,Buy
0.646,0.213,0.141,Buy
0.63,0.209,0.161,Buy
0.69,0.154,0.156,Buy
0.774,0.097,0.129,Buy
0.647,0.205,0.149,Buy
0.843,0.037,0.12,Buy
0.698,0.059,0.243,Buy
0.796,0.022,0.182,Buy
0.491,0.356,0.153,Buy
0.561,0.256,0.183,Buy
0.601,0.202,0.198,Buy
0.69,0.195,0.115,Buy
0.733,0.022,0.245,Buy
0.708,0.062,0.229,Buy
0.786,0.161,0.053,Buy
0.391,0.337,0.272,Buy
0.568,0.312,0.12,Buy
0.498,0.307,0.195,Buy
0.486,0.37,0.144,Buy
0.48,0.365,0.155,Buy
0.62,0.113,0.267,Buy
0.588,0.258,0.155,Buy
0.894,0.014,0.092,Buy
0.376,0.404,0.22,Buy
0.538,0.051,0.412,Buy
0.661,0.135,0.205,Buy
0.684,0.085,0.231,Buy
0.556,0.215,0.229,Buy
0.571,0.34,0.089,Buy
0.599,0.282,0.119,Buy
0.679,0.078,0.243,Buy
0.75,0.119,0.131,Buy
0.437,0.376,0.187,Buy
0.647,0.181,0.171,Buy
0.758,0.153,0.089,Buy
0.845,0.003,0.152,Buy
0.531,0.344,0.125,Buy
0.78,0.043,0.177,Buy
0.635,0.15,0.215,Buy
0.783,0.07,0.147,Buy
0.693,0.213,0.094,Buy
0.53,0.178,0.291,Buy
0.601,0.304,0.095,Buy
0.684,0.097,0.218,Buy
0.425,0.376,0.199,Buy
0.567,0.152,0.281,Buy
0.367,0.307,0.327,Buy
0.644,0.145,0.21,Buy
0.523,0.391,0.086,Buy
0.491,0.245,0.265,Buy
0.473,0.32,0.207,Buy
0.421,0.382,0.197,Buy
0.489,0.242,0.269,Buy
0.522,0.228,0.25,Buy
0.697,0.163,0.14,Buy
0.478,0.286,0.236,Buy
0.717,0.174,0.109,Buy
0.596,0.324,0.08,Buy
0.778,0.096,0.126,Buy
0.68,0.068,0.252,Buy
0.781,0.077,0.143,Buy
0.749,0.096,0.155,Buy
0.728,0.038,0.234,Buy
0.817,0.053,0.13,Buy
0.578,0.36,0.062,Buy
0.584,0.176,0.24,Buy
0.735,0.111,0.154,Buy
0.669,0.298,0.034,Buy
0.639,0.295,0.066,Buy
0.544,0.274,0.182,Buy
0.736,0.01,0.254,Buy
0.47,0.34,0.19,Buy
0.652,0.207,0.141,Buy
0.717,0.023,0.26,Buy
0.495,0.326,0.179,Buy
0.825,0.138,0.037,Buy
0.427,0.145,0.428,Buy
0.531,0.258,0.212,Buy
0.549,0.353,0.098,Buy
0.566,0.076,0.357,Buy
0.575,0.327,0.098,Buy
0.537,0.377,0.086,Buy
0.554,0.374,0.073,Buy
0.622,0.196,0.182,Buy
0.563,0.298,0.139,Buy
0.698,0.102,0.2,Buy
0.65,0.258,0.092,Buy
0.658,0.062,0.28,Buy
0.704,0.183,0.113,Buy
0.52,0.185,0.295,Buy
0.48,0.36,0.159,Buy
0.741,0.007,0.252,Buy
0.666,0.046,0.288,Buy
0.68,0.132,0.188,Buy
0.631,0.197,0.172,Buy
0.607,0.256,0.137,Buy
0.635,0.197,0.169,Buy
0.593,0.187,0.219,Buy
0.614,0.171,0.215,Buy
0.792,0.009,0.2,Buy
0.667,0.002,0.331,Buy
0.616,0.292,0.091,Buy
0.85,0.043,0.107,Buy
0.505,0.291,0.204,Buy
0.782,0.025,0.194,Buy
0.659,0.262,0.079,Buy
0.616,0.198,0.186,Buy
0.645,0.11,0.244,Buy
0.615,0.254,0.131,Buy
0.763,0.149,0.088,Buy
0.425,0.398,0.178,Buy
0.872,0.03,0.099,Buy
0.646,0.205,0.149,Buy
0.71,0.154,0.136,Buy
0.679,0.104,0.217,Buy
0.674,0.264,0.062,Buy
0.77,0.114,0.116,Buy
0.548,0.207,0.245,Buy
0.594,0.276,0.131,Buy
0.696,0.09,0.214,Buy
0.661,0.15,0.189,Buy
0.597,0.262,0.142,Buy
0.631,0.284,0.085,Buy
0.762,0.027,0.211,Buy
0.487,0.378,0.135,Buy
0.684,0.214,0.103,Buy
0.539,0.327,0.134,Buy
0.762,0.106,0.132,Buy
0.816,0.064,0.12,Buy
0.763,0.126,0.111,Buy
0.716,0.22,0.064,Buy
0.519,0.421,0.06,Buy
0.53,0.316,0.154,Buy
0.71,0.22,0.07,Buy
0.583,0.167,0.251,Buy
0.699,0.186,0.116,Buy
0.698,0.116,0.186,Buy
0.624,0.193,0.183,Buy
0.547,0.368,0.085,Buy
0.599,0.27,0.131,Buy
0.805,0.0,0.195,Buy
0.545,0.314,0.141,Buy
0.629,0.226,0.145,Buy
0.664,0.157,0.179,Buy
0.604,0.225,0.171,Buy
0.753,0.141,0.107,Buy
0.656,0.279,0.066,Buy
0.583,0.306,0.111,Buy
0.651,0.26,0.089,Buy
0.583,0.204,0.213,Buy
0.613,0.24,0.147,Buy
0.774,0.09,0.136,Buy
0.551,0.348,0.101,Buy
0.648,0.26,0.092,Buy
0.722,0.091,0.187,Buy
0.725,0.165,0.11,Buy
0.262,0.488,0.249,Buy
0.771,0.071,0.158,Buy
0.582,0.214,0.204,Buy
0.648,0.189,0.163,Buy
0.617,0.199,0.184,Buy
0.695,0.161,0.144,Buy
0.527,0.312,0.162,Buy
0.752,0.186,0.062,Buy
0.374,0.289,0.337,Buy
0.629,0.302,0.069,Buy
0.707,0.08,0.213,Buy
0.675,0.263,0.061,Buy
0.673,0.044,0.284,Buy
0.7,0.212,0.088,Buy
0.621,0.072,0.306,Buy
0.547,0.323,0.13,Buy
0.536,0.33,0.134,Buy
0.576,0.223,0.201,Buy
0.585,0.299,0.117,Buy
0.812,0.122,0.065,Buy
0.61,0.191,0.198,Buy
0.565,0.364,0.071,Buy
0.57,0.279,0.151,Buy
0.436,0.415,0.148,Buy
0.6,0.252,0.148,Buy
0.599,0.212,0.189,Buy
0.408,0.432,0.16,Buy
0.529,0.398,0.073,Buy
0.4,0.445,0.154,Buy
0.88,0.002,0.118,Buy
0.554,0.389,0.057,Buy
0.622,0.159,0.218,Buy
0.635,0.228,0.137,Buy
0.576,0.254,0.171,Buy
0.776,0.009,0.216,Buy
0.592,0.32,0.089,Buy
0.644,0.205,0.151,Buy
0.55,0.375,0.075,Buy
0.551,0.268,0.181,Buy
0.597,0.247,0.156,Buy
0.466,0.262,0.273,Buy
0.604,0.225,0.172,Buy
0.613,0.217,0.171,Buy
0.607,0.286,0.107,Buy
0.609,0.277,0.114,Buy
0.802,0.042,0.155,Buy
0.779,0.044,0.178,Buy
0.633,0.143,0.225,Buy
0.43,0.198,0.372,Buy
0.73,0.148,0.121,Buy
0.292,0.417,0.292,Buy
0.557,0.407,0.036,Buy
0.59,0.341,0.069,Buy
0.782,0.022,0.196,Buy
0.703,0.226,0.071,Buy
0.526,0.223,0.251,Buy
0.54,0.23,0.23,Buy
0.57,0.208,0.221,Buy
0.57,0.279,0.151,Buy
0.676,0.12,0.204,Buy
0.574,0.18,0.246,Buy
0.795,0.08,0.125,Buy
0.617,0.267,0.117,Buy
0.55,0.273,0.177,Buy
0.428,0.279,0.293,Buy
0.521,0.275,0.204,Buy
0.431,0.245,0.324,Buy
0.339,0.371,0.29,Buy
0.545,0.363,0.092,Buy
0.633,0.278,0.089,Buy
0.78,0.131,0.089,Buy
0.542,0.368,0.09,Buy
0.508,0.298,0.194,Buy
0.561,0.283,0.156,Buy
0.5,0.233,0.266,Buy
0.751,0.075,0.174,Buy
0.788,0.124,0.088,Buy
0.567,0.379,0.055,Buy
0.791,0.067,0.142,Buy
0.534,0.277,0.189,Buy
0.772,0.047,0.181,Buy
0.651,0.128,0.22,Buy
0.39,0.288,0.323,Buy
0.578,0.293,0.129,Buy
0.703,0.031,0.266,Buy
0.499,0.345,0.156,Buy
0.621,0.247,0.132,Buy
0.682,0.224,0.095,Buy
0.433,0.332,0.235,Buy
0.567,0.23,0.202,Buy
0.661,0.143,0.196,Buy
0.557,0.28,0.163,Buy
0.613,0.246,0.141,Buy
0.577,0.366,0.058,Buy
0.549,0.253,0.197,Buy
0.479,0.333,0.188,Buy
0.605,0.288,0.107,Buy
0.521,0.334,0.146,Buy
0.706,0.206,0.088,Buy
0.599,0.168,0.232,Buy
0.768,0.074,0.158,Buy
0.518,0.342,0.141,Buy
0.593,0.136,0.271,Buy
0.377,0.407,0.216,Buy
0.297,0.406,0.297,Buy
0.668,0.139,0.193,Buy
0.582,0.31,0.108,Buy
0.66,0.108,0.232,Buy
0.653,0.195,0.152,Buy
0.819,0.049,0.132,Buy
0.656,0.214,0.13,Buy
0.481,0.365,0.154,Buy
0.574,0.296,0.13,Buy
0.58,0.206,0.214,Buy
0.77,0.133,0.097,Buy
0.837,0.041,0.122,Buy
0.702,0.082,0.216,Buy
0.77,0.064,0.166,Buy
0.51,0.068,0.422,Buy
0.451,0.19,0.359,Buy
0.544,0.384,0.072,Buy
0.586,0.323,0.092,Buy
0.684,0.095,0.222,Buy
0.668,0.13,0.202,Buy
0.62,0.199,0.181,Buy
0.536,0.323,0.141,Buy
0.505,0.344,0.151,Buy
0.599,0.148,0.253,Buy
0.555,0.316,0.129,Buy
0.595,0.235,0.17,Buy
0.538,0.246,0.216,Buy
0.75,0.2,0.05,Buy
0.687,0.193,0.121,Buy
0.737,0.138,0.125,Buy
0.702,0.167,0.131,Buy
0.75,0.125,0.124,Buy
0.508,0.374,0.118,Buy
0.648,0.223,0.129,Buy
0.654,0.276,0.07,Buy
0.69,0.205,0.104,Buy
0.639,0.304,0.057,Buy
0.543,0.244,0.213,Buy
0.365,0.27,0.365,Buy
0.718,0.106,0.176,Buy
0.492,0.27,0.238,Buy
0.897,0.001,0.102,Buy
0.596,0.18,0.224,Buy
0.467,0.358,0.176,Buy
0.528,0.187,0.285,Buy
0.81,0.06,0.13,Buy
0.712,0.184,0.104,Buy
0.579,0.248,0.173,Buy
0.713,0.036,0.251,Buy
0.34,0.319,0.34,Buy
0.528,0.391,0.081,Buy
0.611,0.175,0.214,Buy
0.464,0.438,0.098,Buy
0.532,0.226,0.242,Buy
0.445,0.255,0.3,Buy
0.741,0.007,0.252,Buy
0.623,0.126,0.251,Buy
0.761,0.071,0.167,Buy
0.495,0.338,0.167,Buy
0.769,0.052,0.18,Buy
0.668,0.171,0.161,Buy
0.56,0.423,0.017,Buy
0.863,0.012,0.125,Buy
0.551,0.315,0.134,Buy
0.785,0.165,0.05,Buy
0.624,0.24,0.136,Buy
0.618,0.26,0.122,Buy
0.64,0.212,0.148,Buy
0.563,0.399,0.038,Buy
0.642,0.142,0.216,Buy
0.461,0.342,0.197,Buy
0.424,0.369,0.207,Buy
0.633,0.03,0.337,Buy
0.626,0.225,0.149,Buy
0.373,0.283,0.344,Buy
0.769,0.028,0.203,Buy
0.778,0.184,0.037,Buy
0.571,0.115,0.314,Buy
0.856,0.008,0.136,Buy
0.593,0.137,0.269,Buy
0.43,0.375,0.195,Buy
0.598,0.13,0.271,Buy
0.781,0.014,0.205,Buy
0.48,0.121,0.399,Buy
0.775,0.062,0.163,Buy
0.608,0.257,0.135,Buy
0.783,0.094,0.123,Buy
0.626,0.277,0.097,Buy
0.56,0.315,0.125,Buy
0.56,0.367,0.072,Buy
0.554,0.22,0.226,Buy
0.694,0.137,0.169,Buy
0.592,0.206,0.202,Buy
0.677,0.186,0.137,Buy
0.451,0.098,0.451,Buy
0.573,0.154,0.273,Buy
0.678,0.154,0.168,Buy
0.55,0.043,0.407,Buy
0.574,0.26,0.167,Buy
0.662,0.236,0.102,Buy
0.455,0.391,0.153,Buy
0.54,0.245,0.216,Buy
0.752,0.038,0.21,Buy
0.811,0.111,0.078,Buy
0.613,0.161,0.226,Buy
0.279,0.51,0.21,Buy
0.399,0.255,0.346,Buy
0.812,0.078,0.11,Buy
0.622,0.282,0.095,Buy
0.626,0.071,0.303,Buy
0.476,0.363,0.162,Buy
0.76,0.061,0.18,Buy
0.536,0.294,0.169,Buy
0.669,0.228,0.103,Buy
0.78,0.001,0.219,Buy
0.742,0.153,0.106,Buy
0.559,0.29,0.15,Buy
0.754,0.06,0.186,Buy
0.605,0.267,0.128,Buy
0.807,0.058,0.135,Buy
0.547,0.232,0.221,Buy
0.631,0.28,0.088,Buy
0.535,0.36,0.105,Buy
0.495,0.302,0.203,Buy
0.548,0.286,0.166,Buy
0.613,0.247,0.14,Buy
0.379,0.452,0.169,Buy
0.683,0.165,0.152,Buy
0.553,0.266,0.181,Buy
0.542,0.318,0.14,Buy
0.536,0.364,0.101,Buy
0.405,0.361,0.233,Buy
0.754,0.079,0.167,Buy
0.642,0.116,0.243,Buy
0.64,0.259,0.101,Buy
0.53,0.254,0.216,Buy
0.692,0.082,0.226,Buy
0.713,0.058,0.229,Buy
0.773,0.019,0.209,Buy
0.497,0.397,0.106,Buy
0.553,0.405,0.041,Buy
0.789,0.016,0.195,Buy
0.566,0.274,0.159,Buy
0.545,0.206,0.249,Buy
0.64,0.117,0.243,Buy
